site,codon_position,codon_site,gene
1,1,1,PB1
2,2,1,PB1
3,3,1,PB1
4,1,2,PB1
5,2,2,PB1
6,3,2,PB1
7,1,3,PB1
8,2,3,PB1
9,3,3,PB1
10,1,4,PB1
11,2,4,PB1
12,3,4,PB1
13,1,5,PB1
14,2,5,PB1
15,3,5,PB1
16,1,6,PB1
17,2,6,PB1
18,3,6,PB1
19,1,7,PB1
20,2,7,PB1
21,3,7,PB1
22,1,8,PB1
23,2,8,PB1
24,3,8,PB1
25,1,9,PB1
26,2,9,PB1
27,3,9,PB1
28,1,10,PB1
29,2,10,PB1
30,3,10,PB1
31,1,11,PB1
32,2,11,PB1
33,3,11,PB1
34,1,12,PB1
35,2,12,PB1
36,3,12,PB1
37,1,13,PB1
38,2,13,PB1
39,3,13,PB1
40,1,14,PB1
41,2,14,PB1
42,3,14,PB1
43,1,15,PB1
44,2,15,PB1
45,3,15,PB1
46,1,16,PB1
47,2,16,PB1
48,3,16,PB1
49,1,17,PB1
50,2,17,PB1
51,3,17,PB1
52,1,18,PB1
53,2,18,PB1
54,3,18,PB1
55,1,19,PB1
56,2,19,PB1
57,3,19,PB1
58,1,20,PB1
59,2,20,PB1
60,3,20,PB1
61,1,21,PB1
62,2,21,PB1
63,3,21,PB1
64,1,22,PB1
65,2,22,PB1
66,3,22,PB1
67,1,23,PB1
68,2,23,PB1
69,3,23,PB1
70,1,24,PB1
71,2,24,PB1
72,3,24,PB1
73,1,25,PB1
74,2,25,PB1
75,3,25,PB1
76,1,26,PB1
77,2,26,PB1
78,3,26,PB1
79,1,27,PB1
80,2,27,PB1
81,3,27,PB1
82,1,28,PB1
83,2,28,PB1
84,3,28,PB1
85,1,29,PB1
86,2,29,PB1
87,3,29,PB1
88,1,30,PB1
89,2,30,PB1
90,3,30,PB1
91,1,31,PB1
92,2,31,PB1
93,3,31,PB1
94,1,32,PB1
95,2,32,PB1
96,3,32,PB1
97,1,33,PB1
98,2,33,PB1
99,3,33,PB1
100,1,34,PB1
101,2,34,PB1
102,3,34,PB1
103,1,35,PB1
104,2,35,PB1
105,3,35,PB1
106,1,36,PB1
107,2,36,PB1
108,3,36,PB1
109,1,37,PB1
110,2,37,PB1
111,3,37,PB1
112,1,38,PB1
113,2,38,PB1
114,3,38,PB1
115,1,39,PB1
116,2,39,PB1
117,3,39,PB1
118,1,40,PB1
119,2,40,PB1
120,3,40,PB1
121,1,41,PB1
122,2,41,PB1
123,3,41,PB1
124,1,42,PB1
125,2,42,PB1
126,3,42,PB1
127,1,43,PB1
128,2,43,PB1
129,3,43,PB1
130,1,44,PB1
131,2,44,PB1
132,3,44,PB1
133,1,45,PB1
134,2,45,PB1
135,3,45,PB1
136,1,46,PB1
137,2,46,PB1
138,3,46,PB1
139,1,47,PB1
140,2,47,PB1
141,3,47,PB1
142,1,48,PB1
143,2,48,PB1
144,3,48,PB1
145,1,49,PB1
146,2,49,PB1
147,3,49,PB1
148,1,50,PB1
149,2,50,PB1
150,3,50,PB1
151,1,51,PB1
152,2,51,PB1
153,3,51,PB1
154,1,52,PB1
155,2,52,PB1
156,3,52,PB1
157,1,53,PB1
158,2,53,PB1
159,3,53,PB1
160,1,54,PB1
161,2,54,PB1
162,3,54,PB1
163,1,55,PB1
164,2,55,PB1
165,3,55,PB1
166,1,56,PB1
167,2,56,PB1
168,3,56,PB1
169,1,57,PB1
170,2,57,PB1
171,3,57,PB1
172,1,58,PB1
173,2,58,PB1
174,3,58,PB1
175,1,59,PB1
176,2,59,PB1
177,3,59,PB1
178,1,60,PB1
179,2,60,PB1
180,3,60,PB1
181,1,61,PB1
182,2,61,PB1
183,3,61,PB1
184,1,62,PB1
185,2,62,PB1
186,3,62,PB1
187,1,63,PB1
188,2,63,PB1
189,3,63,PB1
190,1,64,PB1
191,2,64,PB1
192,3,64,PB1
193,1,65,PB1
194,2,65,PB1
195,3,65,PB1
196,1,66,PB1
197,2,66,PB1
198,3,66,PB1
199,1,67,PB1
200,2,67,PB1
201,3,67,PB1
202,1,68,PB1
203,2,68,PB1
204,3,68,PB1
205,1,69,PB1
206,2,69,PB1
207,3,69,PB1
208,1,70,PB1
209,2,70,PB1
210,3,70,PB1
211,1,71,PB1
212,2,71,PB1
213,3,71,PB1
214,1,72,PB1
215,2,72,PB1
216,3,72,PB1
217,1,73,PB1
218,2,73,PB1
219,3,73,PB1
220,1,74,PB1
221,2,74,PB1
222,3,74,PB1
223,1,75,PB1
224,2,75,PB1
225,3,75,PB1
226,1,76,PB1
227,2,76,PB1
228,3,76,PB1
229,1,77,PB1
230,2,77,PB1
231,3,77,PB1
232,1,78,PB1
233,2,78,PB1
234,3,78,PB1
235,1,79,PB1
236,2,79,PB1
237,3,79,PB1
238,1,80,PB1
239,2,80,PB1
240,3,80,PB1
241,1,81,PB1
242,2,81,PB1
243,3,81,PB1
244,1,82,PB1
245,2,82,PB1
246,3,82,PB1
247,1,83,PB1
248,2,83,PB1
249,3,83,PB1
250,1,84,PB1
251,2,84,PB1
252,3,84,PB1
253,1,85,PB1
254,2,85,PB1
255,3,85,PB1
256,1,86,PB1
257,2,86,PB1
258,3,86,PB1
259,1,87,PB1
260,2,87,PB1
261,3,87,PB1
262,1,88,PB1
263,2,88,PB1
264,3,88,PB1
265,1,89,PB1
266,2,89,PB1
267,3,89,PB1
268,1,90,PB1
269,2,90,PB1
270,3,90,PB1
271,1,91,PB1
272,2,91,PB1
273,3,91,PB1
274,1,92,PB1
275,2,92,PB1
276,3,92,PB1
277,1,93,PB1
278,2,93,PB1
279,3,93,PB1
280,1,94,PB1
281,2,94,PB1
282,3,94,PB1
283,1,95,PB1
284,2,95,PB1
285,3,95,PB1
286,1,96,PB1
287,2,96,PB1
288,3,96,PB1
289,1,97,PB1
290,2,97,PB1
291,3,97,PB1
292,1,98,PB1
293,2,98,PB1
294,3,98,PB1
295,1,99,PB1
296,2,99,PB1
297,3,99,PB1
298,1,100,PB1
299,2,100,PB1
300,3,100,PB1
301,1,101,PB1
302,2,101,PB1
303,3,101,PB1
304,1,102,PB1
305,2,102,PB1
306,3,102,PB1
307,1,103,PB1
308,2,103,PB1
309,3,103,PB1
310,1,104,PB1
311,2,104,PB1
312,3,104,PB1
313,1,105,PB1
314,2,105,PB1
315,3,105,PB1
316,1,106,PB1
317,2,106,PB1
318,3,106,PB1
319,1,107,PB1
320,2,107,PB1
321,3,107,PB1
322,1,108,PB1
323,2,108,PB1
324,3,108,PB1
325,1,109,PB1
326,2,109,PB1
327,3,109,PB1
328,1,110,PB1
329,2,110,PB1
330,3,110,PB1
331,1,111,PB1
332,2,111,PB1
333,3,111,PB1
334,1,112,PB1
335,2,112,PB1
336,3,112,PB1
337,1,113,PB1
338,2,113,PB1
339,3,113,PB1
340,1,114,PB1
341,2,114,PB1
342,3,114,PB1
343,1,115,PB1
344,2,115,PB1
345,3,115,PB1
346,1,116,PB1
347,2,116,PB1
348,3,116,PB1
349,1,117,PB1
350,2,117,PB1
351,3,117,PB1
352,1,118,PB1
353,2,118,PB1
354,3,118,PB1
355,1,119,PB1
356,2,119,PB1
357,3,119,PB1
358,1,120,PB1
359,2,120,PB1
360,3,120,PB1
361,1,121,PB1
362,2,121,PB1
363,3,121,PB1
364,1,122,PB1
365,2,122,PB1
366,3,122,PB1
367,1,123,PB1
368,2,123,PB1
369,3,123,PB1
370,1,124,PB1
371,2,124,PB1
372,3,124,PB1
373,1,125,PB1
374,2,125,PB1
375,3,125,PB1
376,1,126,PB1
377,2,126,PB1
378,3,126,PB1
379,1,127,PB1
380,2,127,PB1
381,3,127,PB1
382,1,128,PB1
383,2,128,PB1
384,3,128,PB1
